"signalname","rbar","vol","ndate","tstat","tabs"
"IntMom",1.240062200701,6.66937522198991,1008,5.90321477038277,5.90321477038277
"IntanBM",0.384975006618584,3.59141525285641,432,2.22796716334226,2.22796716334226
"IntanCFP",0.405412950776769,3.59468787996687,432,2.34411170785127,2.34411170785127
"IntanEP",0.333736828949437,2.8520061041908,432,2.43217913137542,2.43217913137542
"IntanSP",0.524703917481585,4.54348814465081,432,2.40030694059191,2.40030694059191
"InvGrowth",0.860407492711786,2.81489156096993,540,7.10296041900086,7.10296041900086
"InvestPPEInv",0.795038505777394,2.10073953570893,432,7.86607037706107,7.86607037706107
"Investment",0.256509221571646,1.88528218995922,288,2.30899430516489,2.30899430516489
"LRreversal",0.786857264741238,6.59195279333528,648,3.03857089181989,3.03857089181989
"Leverage",0.359454622840037,2.57917555438503,360,2.64432249689725,2.64432249689725
"MRreversal",0.393282586422747,4.53677589167642,576,2.08050437127899,2.08050437127899
"MS",1.1329957511453,3.73124916471915,288,5.15312021249497,5.15312021249497
"MaxRet",0.88555116939419,7.42399942682759,528,2.74089685455363,2.74089685455363
"MeanRankRevGrowth",0.545395112445637,2.33811798103587,276,3.8752467518792,3.8752467518792
"Mom12m",1.36714274206414,5.2747708046461,312,4.5781241366586,4.5781241366586
"Mom12mOffSeason",1.23157133742248,6.83703060626351,456,3.84657735203705,3.84657735203705
"Mom6m",1.03669333680156,4.97787537991556,312,3.67860862057264,3.67860862057264
"Mom6mJunk",1.5795355080894,7.22309517661786,228,3.30197270812929,3.30197270812929
"MomOffSeason",1.30995195394762,5.66110773334941,456,4.9412447801713,4.9412447801713
"MomOffSeason06YrPlus",0.586228671630769,2.86969366539736,456,4.36228401383699,4.36228401383699
"MomOffSeason11YrPlus",0.243779928036707,2.55080279543697,456,2.04081426645653,2.04081426645653
"MomOffSeason16YrPlus",0.358014462701993,2.9628367561101,456,2.58033010137672,2.58033010137672
"MomRev",1.18612780117618,5.73193702148175,444,4.36035210191277,4.36035210191277
"MomSeason",0.816930933512494,2.97928077728213,456,5.85539675892849,5.85539675892849
"MomSeason06YrPlus",0.744016466288926,2.57754073614679,456,6.16395459436438,6.16395459436438
"MomSeason11YrPlus",0.749972855765344,2.30430192516547,456,6.95006047641171,6.95006047641171
"MomSeason16YrPlus",0.58493559893107,2.47663304236217,456,5.04346268127721,5.04346268127721
"MomSeasonShort",1.35988118992638,3.36655849566344,456,8.62575707329161,8.62575707329161
"MomVol",1.59036380373454,6.07771833873877,372,5.04693118415319,5.04693118415319
"NOA",1.07891188220994,3.09017206686807,468,7.55311748764452,7.55311748764452
"NetDebtFinance",0.752784350802495,1.79631796080936,342,7.74997716642321,7.74997716642321
"NetDebtPrice",0.542503699853126,3.05984910589809,462,3.81086603470503,3.81086603470503
"NetEquityFinance",1.07223594804659,3.63852086512061,342,5.44977467848545,5.44977467848545
"NetPayoutYield",0.878530688059077,5.24821017036076,240,2.59329151351502,2.59329151351502
"NumEarnIncrease",0.500259770559867,1.27262041642859,276,6.5305721865632,6.5305721865632
"OPLeverage",0.351477019269169,3.2825816991947,552,2.5156541220607,2.5156541220607
"OScore",1.00299564265589,4.02033866976371,180,3.34713061113302,3.34713061113302
"OperProf",0.723144899535385,4.31465704102411,324,3.01683495765108,3.01683495765108
"OperProfRD",0.323047500296139,4.32152935981842,618,1.85833135446339,1.85833135446339
"OptionVolume1",0.68493747794824,4.42267983978878,178,2.06621461800224,2.06621461800224
"OptionVolume2",0.522109482227774,3.98938896639966,177,1.74117262967798,1.74117262967798
"OrderBacklog",0.505024097176508,2.22290673880119,228,3.43050678010989,3.43050678010989
"OrderBacklogChg",0.359639918851317,2.74335553964204,330,2.3814571139398,2.3814571139398
"OrgCap",0.376505398857999,2.95271294749921,468,2.75849947870064,2.75849947870064
"PS",0.939275333005202,4.45214755293418,252,3.34906547575407,3.34906547575407
"PatentsRD",0.300409141148786,1.70415374159265,318,3.14353232993258,3.14353232993258
"PayoutYield",0.434046053830341,2.95870601059109,240,2.27268695430286,2.27268695430286
"PctAcc",0.45807876751628,2.01732147109899,240,3.51779617330948,3.51779617330948
"PctTotAcc",0.493088724740665,1.63781839859546,240,4.66406878994878,4.66406878994878
"PredictedFE",0.310511008041985,3.57997639196693,126,0.973603465253506,0.973603465253506
"Price",1.43028925998113,10.2479533862971,480,3.05778787985726,3.05778787985726
"PriceDelayRsq",0.485892720029173,3.8553797585728,456,2.69125996333202,2.69125996333202
"PriceDelaySlope",0.170666955350918,1.82059024141469,456,2.00179523746291,2.00179523746291
"PriceDelayTstat",0.154166005614036,2.12081615659496,456,1.55227269523156,1.55227269523156
"ProbInformedTrading",1.29012271436754,3.98792470892453,179,4.32823255024083,4.32823255024083
"RD",1.00535560215071,2.74729251475943,252,5.8091831609186,5.8091831609186
"RDAbility",0.267700137038498,3.36129571024026,360,1.51109971146278,1.51109971146278
"RDIPO",0.966783283783603,4.5196443306169,192,2.96398149045134,2.96398149045134
"RDS",0.493685816400398,2.39894758011778,336,3.77224186460935,3.77224186460935
"RDcap",0.453151716964447,3.63949646618716,330,2.26182655057988,2.26182655057988
"REV6",1.28847401358457,3.28877207492892,192,5.42865824670178,5.42865824670178
"RIO_Disp",0.605002869439065,4.01627343745179,288,2.55640939759785,2.55640939759785
"RIO_MB",0.902708004342616,4.05921349060455,288,3.7739978118193,3.7739978118193
"RIO_Turnover",0.647754050978472,3.94441251981812,288,2.78691711692906,2.78691711692906
"RIO_Volatility",1.00837797507403,4.08099340106944,288,4.19327845413613,4.19327845413613
"Recomm_ShortInterest",1.14753996280352,4.44916176187532,155,3.21111213442634,3.21111213442634
"ResidualMomentum",0.955000183595695,3.54095929512747,955,8.3345893448632,8.3345893448632
"ReturnSkew",0.408970328422558,1.8996441953932,600,5.27345398155663,5.27345398155663
"ReturnSkew3F",0.285719212361365,1.48494354081843,600,4.71308343217896,4.71308343217896
"RevenueSurprise",0.729234600806519,1.81845504667859,204,5.72769364718559,5.72769364718559
"RoE",0.320413019086851,1.52726850852629,180,2.81469284891684,2.81469284891684
"SP",0.707484253185539,3.11087522925209,156,2.84051105842924,2.84051105842924
"STreversal",2.96783264910973,5.31725555623536,648,14.2082103256163,14.2082103256163
"ShareIss1Y",0.619458352460197,2.51612317235002,408,4.97290654013428,4.97290654013428
"ShareIss5Y",0.517952046905656,2.49977209121239,432,4.30656505500767,4.30656505500767
"ShareRepurchase",0.312022767925148,0.916475106605333,132,3.91158324884888,3.91158324884888
"ShareVol",0.744535196450833,3.55676994164483,360,3.97173906253279,3.97173906253279
"ShortInterest",0.82479380600259,2.29428752356212,216,5.28353298433409,5.28353298433409
"Size",0.496691030002646,4.63192766160909,594,2.61347151624854,2.61347151624854
"SmileSlope",1.8023939527576,2.50159343412488,119,7.85970912762298,7.85970912762298
"Spinoff",0.399825763377875,3.0668629424638,288,2.21244585531135,2.21244585531135
"SurpriseRD",0.286183169032062,1.76409326045837,336,2.9736659939872,2.9736659939872
"Tax",0.441300572485013,2.3206533673868,336,3.48573088262148,3.48573088262148
"TotalAccruals",0.285338828643421,2.33979289320919,480,2.67180079798849,2.67180079798849
"TrendFactor",1.72200118014992,4.09904093441823,1020,13.4168719616486,13.4168719616486
"UpRecomm",0.607432590335174,0.926438096220987,49,4.58965164503767,4.58965164503767
"VarCF",-0.548864508532534,3.92537668012655,180,-1.87594483514819,1.87594483514819
"VolMkt",0.44373591683745,3.78828858717159,180,1.57151228256485,1.57151228256485
"VolSD",0.384480496623784,2.58497804310569,360,2.82207600599134,2.82207600599134
"VolumeTrend",0.535581037044976,2.48415847931523,180,2.89255846500386,2.89255846500386
"XFIN",1.14500313429219,4.35973322089848,342,4.85690729008842,4.85690729008842
"betaVIX",1.07736674998379,4.03598662351707,179,3.57141538700261,3.57141538700261
"cfp",0.360023307721025,2.87646403802104,300,2.16786531185292,2.16786531185292
"dNoa",1.05185890688175,2.44606867400324,468,9.30275898699638,9.30275898699638
"fgr5yrLag",0.8509840784131,3.97967799137721,96,2.0951210382962,2.0951210382962
"grcapx",0.503461387951039,1.71620443302019,288,4.97844132742547,4.97844132742547
"grcapx3y",0.586888141174342,2.08891600317366,288,4.76793801713637,4.76793801713637
"hire",0.510462098884643,2.11442183511723,546,5.64115701794927,5.64115701794927
"iomom_cust",0.740729897899316,4.37555485442403,239,2.6171323879256,2.6171323879256
"iomom_supp",0.596303484399837,3.99805577236177,238,2.30094891890344,2.30094891890344
"realestate",0.300187445346731,3.201361391457,420,1.92168618090768,1.92168618090768
"retConglomerate",1.31312066446152,4.03204986425718,396,6.48076590583043,6.48076590583043
"roaq",1.58779388074399,5.40751511893911,360,5.57118566394006,5.57118566394006
"sfe",0.80882393376946,4.47043092568007,204,2.58416171967957,2.58416171967957
"sinAlgo",0.205811520574713,2.87368012151705,670,1.85382467680939,1.85382467680939
"skew1",0.624592435775519,2.20186264323934,119,3.09442511855795,3.09442511855795
"std_turn",0.795814106660364,4.42350159303879,360,3.41347475732697,3.41347475732697
"tang",0.702228931501413,3.60027109394423,348,3.63859012571384,3.63859012571384
"zerotrade",0.491596217732248,4.29653294554928,528,2.62910146888495,2.62910146888495
"zerotradeAlt1",0.63811811309742,3.86349944336957,528,3.79522195388924,3.79522195388924
"zerotradeAlt12",0.39544477887455,3.25275283976735,528,2.79351972608372,2.79351972608372
